,PERIOD,PRIMARY_LABEL,VALUE_ETH
227,2021-07-16T00:00:00Z,3. Surplus,-11.219428272455955
228,2021-07-17T00:00:00Z,3. Surplus,-0.002421482017162011
229,2021-07-18T00:00:00Z,3. Surplus,-0.00010014047857577635
230,2021-07-19T00:00:00Z,3. Surplus,0.00847372460894047
231,2021-07-20T00:00:00Z,3. Surplus,0.004056392027414287
232,2021-07-21T00:00:00Z,3. Surplus,-0.02143536662070685
233,2021-07-22T00:00:00Z,3. Surplus,-0.0027536714652214526
234,2021-07-23T00:00:00Z,3. Surplus,-0.008127915506423666
235,2021-07-24T00:00:00Z,3. Surplus,-0.006138859424452771
236,2021-07-25T00:00:00Z,3. Surplus,0.000312972399365031
237,2021-07-26T00:00:00Z,3. Surplus,-0.003774093558929169
238,2021-07-27T00:00:00Z,3. Surplus,-0.0032118832017378634
239,2021-07-28T00:00:00Z,3. Surplus,-0.0009219648513111
240,2021-07-29T00:00:00Z,3. Surplus,-0.005318310154913535
241,2021-07-30T00:00:00Z,3. Surplus,-0.004912419320594734
242,2021-07-31T00:00:00Z,3. Surplus,-79.84326043890927
243,2021-08-01T00:00:00Z,3. Surplus,-0.00100138544565356
244,2021-08-02T00:00:00Z,3. Surplus,-33.81995851766066
245,2021-08-03T00:00:00Z,3. Surplus,0.015863514419730877
246,2021-08-04T00:00:00Z,3. Surplus,-0.03349565244998203
247,2021-08-05T00:00:00Z,3. Surplus,-0.014773129552112163
248,2021-08-06T00:00:00Z,3. Surplus,-0.0075700390282082836
249,2021-08-07T00:00:00Z,3. Surplus,-0.03290154315977046
250,2021-08-08T00:00:00Z,3. Surplus,0.01619309078780307
251,2021-08-09T00:00:00Z,3. Surplus,-0.016472291745683723
252,2021-08-10T00:00:00Z,3. Surplus,0.00142852163881714
253,2021-08-11T00:00:00Z,3. Surplus,-0.0029028658735998
254,2021-08-12T00:00:00Z,3. Surplus,0.014025821225311463
255,2021-08-13T00:00:00Z,3. Surplus,-0.029577860491267625
256,2021-08-14T00:00:00Z,3. Surplus,0.005346783167215535
257,2021-08-15T00:00:00Z,3. Surplus,-0.002249737051088118
258,2021-08-16T00:00:00Z,3. Surplus,0.013589929578547537
259,2021-08-17T00:00:00Z,3. Surplus,0.01640919541627098
260,2021-08-18T00:00:00Z,3. Surplus,-0.0012247491076125873
261,2021-08-19T00:00:00Z,3. Surplus,-0.01699136656029804
262,2021-08-20T00:00:00Z,3. Surplus,-333.01169733196696
263,2021-08-21T00:00:00Z,3. Surplus,0.006639649047739971
264,2021-08-22T00:00:00Z,3. Surplus,-0.0017002563526902872
265,2021-08-23T00:00:00Z,3. Surplus,-0.008783206345393257
266,2021-08-24T00:00:00Z,3. Surplus,0.014596344856450342
267,2021-08-25T00:00:00Z,3. Surplus,-0.00408032545971976
268,2021-08-26T00:00:00Z,3. Surplus,0.013359132877008881
269,2021-08-27T00:00:00Z,3. Surplus,-0.017755087424749086
270,2021-08-28T00:00:00Z,3. Surplus,0.0030077385842458945
271,2021-08-29T00:00:00Z,3. Surplus,0.0006535117478734527
272,2021-08-30T00:00:00Z,3. Surplus,-0.0009146128053634709
273,2021-08-31T00:00:00Z,3. Surplus,-0.01658041905021729
274,2021-09-01T00:00:00Z,3. Surplus,-0.03424295911999864
275,2021-09-02T00:00:00Z,3. Surplus,-0.0021715569378951472
276,2021-09-03T00:00:00Z,3. Surplus,-0.006797734114312869
277,2021-09-04T00:00:00Z,3. Surplus,0.0029333267863849836
278,2021-09-05T00:00:00Z,3. Surplus,-0.003442731836813453
279,2021-09-06T00:00:00Z,3. Surplus,0.0012451451155512364
280,2021-09-07T00:00:00Z,3. Surplus,0.041560795454440067
281,2021-09-08T00:00:00Z,3. Surplus,-0.008078186234089806
282,2021-09-09T00:00:00Z,3. Surplus,0.006192138112399578
283,2021-09-10T00:00:00Z,3. Surplus,0.022544284017318242
284,2021-09-11T00:00:00Z,3. Surplus,-0.005078339377497158
285,2021-09-12T00:00:00Z,3. Surplus,-0.015514398267787732
286,2021-09-13T00:00:00Z,3. Surplus,0.011601357287481878
287,2021-09-14T00:00:00Z,3. Surplus,-0.010362593933486389
288,2021-09-15T00:00:00Z,3. Surplus,-0.016328161829070213
289,2021-09-16T00:00:00Z,3. Surplus,0.0018225271234323256
290,2021-09-17T00:00:00Z,3. Surplus,0.0145423050087881
291,2021-09-18T00:00:00Z,3. Surplus,-0.003431424943645269
292,2021-09-19T00:00:00Z,3. Surplus,0.011973363038197337
293,2021-09-20T00:00:00Z,3. Surplus,0.03820976680575067
294,2021-09-21T00:00:00Z,3. Surplus,0.02960524003012758
295,2021-09-22T00:00:00Z,3. Surplus,-0.04131804658397838
296,2021-09-23T00:00:00Z,3. Surplus,-0.007364431695929831
297,2021-09-24T00:00:00Z,3. Surplus,-0.14832374967959502
298,2021-09-25T00:00:00Z,3. Surplus,-0.001019277266513883
299,2021-09-26T00:00:00Z,3. Surplus,-0.007973375915887995
300,2021-09-27T00:00:00Z,3. Surplus,0.007400498689933089
301,2021-09-28T00:00:00Z,3. Surplus,0.011442166668647911
302,2021-09-29T00:00:00Z,3. Surplus,-0.004315968017734094
303,2021-09-30T00:00:00Z,3. Surplus,-0.010956323152208921
304,2021-10-01T00:00:00Z,3. Surplus,-0.018291895146413124
305,2021-10-02T00:00:00Z,3. Surplus,-0.003634711261505456
306,2021-10-03T00:00:00Z,3. Surplus,-0.0017960676801320621
307,2021-10-04T00:00:00Z,3. Surplus,0.0016668152103102999
308,2021-10-05T00:00:00Z,3. Surplus,-0.00672320796011441
309,2021-10-06T00:00:00Z,3. Surplus,-0.003544971399378118
310,2021-10-07T00:00:00Z,3. Surplus,-0.00021027172031857401
311,2021-10-08T00:00:00Z,3. Surplus,0.0011132672773234086
312,2021-10-09T00:00:00Z,3. Surplus,15.034321390030048
313,2021-10-10T00:00:00Z,3. Surplus,0.009471274986350984
314,2021-10-11T00:00:00Z,3. Surplus,-0.0054169521800151
315,2021-10-12T00:00:00Z,3. Surplus,0.001516981534258911
316,2021-10-13T00:00:00Z,3. Surplus,-0.0055002577035612255
317,2021-10-14T00:00:00Z,3. Surplus,-0.008514000960331121
318,2021-10-15T00:00:00Z,3. Surplus,59.993994034803116
319,2021-10-16T00:00:00Z,3. Surplus,0.0013117616060483559
320,2021-10-17T00:00:00Z,3. Surplus,0.0005848526093395565
